phase,case_id,instance,solution,scale,gurobi_runtime_seconds,gurobi_runtime_status,gurobi_runtime_source,time_limit_seconds,time_limit_rule,eval_time_limit_seconds,checker_accepted
train,furini2021,tiny_instance.json,tiny_solution.json,small,0.1,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,gamache1999,large_instance_1.json,large_solution_1.json,large,105.24,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,,True
train,gamache1999,tiny_instance.json,tiny_solution.json,small,23.69,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,garcia2011,large_instance_5.json,large_solution_5.json,large,79.04,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,,True
train,garcia2011,tiny_instance.json,tiny_solution.json,small,4.21,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,gruson2021,large_instance_1.json,large_solution_1.json,large,803.57,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,gruson2021,tiny_instance.json,tiny_solution.json,small,13.8,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,gualandi2012,large_instance_5.json,large_solution_5.json,large,3604.67,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,gualandi2012,tiny_instance.json,tiny_solution.json,small,0.13,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,guo2021,large_instance_3.json,large_solution_3.json,large,3607.83,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,guo2021,tiny_instance.json,tiny_solution.json,small,0.65,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,hadjar2006,large_instance_1.json,large_solution_1.json,large,186.43671914376318,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,,True
train,hadjar2006,tiny_instance.json,tiny_solution.json,small,0.41540332045406103,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,,True
train,hassannayebi2016,large_instance_3.json,large_solution_3.json,large,3601.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,hassannayebi2016,tiny_instance.json,tiny_solution.json,small,0.56,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,hewitt2024,large_instance_2.json,large_solution_2.json,large,3608.19,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,hewitt2024,tiny_instance.json,tiny_solution.json,small,0.26,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,hoffman1993,large_instance_4.json,large_solution_4.json,large,3600.59,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,hoffman1993,tiny_instance.json,tiny_solution.json,small,0.08,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,huisman2005,large_instance_2.json,large_solution_2.json,large,100.9,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,,True
train,huisman2005,tiny_instance.json,tiny_solution.json,small,47.12,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,,True
train,juvin2023,large_instance_3.json,large_solution_3.json,large,68.35,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,,True
train,juvin2023,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,knueven2020,large_instance_4.json,large_solution_4.json,large,1229.34,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,knueven2020,tiny_instance.json,tiny_solution.json,small,43.69,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,,True
train,kobayashi2021,large_instance_2.json,large_solution_2.json,large,99.46,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,,True
train,kobayashi2021,tiny_instance.json,tiny_solution.json,small,0.36,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,kobeaga2024,large_instance_4.json,large_solution_4.json,large,3603.45,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,kobeaga2024,tiny_instance.json,tiny_solution.json,small,0.28,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,kowalczyk2018,large_instance_1.json,large_solution_1.json,large,8.79,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,kowalczyk2018,tiny_instance.json,tiny_solution.json,small,7.08,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,kress2019,large_instance_2.json,large_solution_2.json,large,3610.234077123925,observed,current_rerun_20260831,900,runtime > 300s -> 900s,,True
train,kress2019,tiny_instance.json,tiny_solution.json,small,113.15415413305163,observed,current_rerun_20260831,300,runtime <= 120s -> 300s,,True
train,kreter2018,large_instance_2.json,large_solution_2.json,large,3613.14,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,kreter2018,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,lai2021,large_instance_4.json,large_solution_4.json,large,3616.42,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,lai2021,tiny_instance.json,tiny_solution.json,small,1.69,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,lee1996,large_instance_1.json,large_solution_1.json,large,10.43,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,lee1996,tiny_instance.json,tiny_solution.json,small,0.35,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,letelier2022,large_instance_3.json,large_solution_3.json,large,3602.85,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,letelier2022,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,levin2017,large_instance_3.json,large_solution_3.json,large,141.69,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,,True
train,levin2017,tiny_instance.json,tiny_solution.json,small,0.25,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,li2020,large_instance_1.json,large_solution_1.json,large,3600.29,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,li2020,tiny_instance.json,tiny_solution.json,small,0.51,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,liao2020,large_instance_3.json,large_solution_3.json,large,1956.286275235936,observed,current_rerun_20260831,900,runtime > 300s -> 900s,,True
train,liao2020,tiny_instance.json,tiny_solution.json,small,0.16487140953540802,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,,True
train,luo2017,large_instance_5.json,large_solution_5.json,large,3601.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,luo2017,tiny_instance.json,tiny_solution.json,small,12.6,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,mansini2020,large_instance_3.json,large_solution_3.json,large,130.21,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,,True
train,mansini2020,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,martin-iradi2024,large_instance_3.json,large_solution_3.json,large,3601.1,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,martin-iradi2024,tiny_instance.json,tiny_solution.json,small,0.09,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,mehrotra1996,large_instance_5.json,large_solution_5.json,large,3633.996225995943,observed,current_rerun_20260831,900,runtime > 300s -> 900s,,True
train,mehrotra1996,tiny_instance.json,tiny_solution.json,small,0.1733037382364273,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,,True
train,mingozzi1999,large_instance_2.json,large_solution_2.json,large,187.29,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,,True
train,mingozzi1999,tiny_instance.json,tiny_solution.json,small,3.17,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,nagy2015,large_instance_2.json,large_solution_2.json,large,3604.89,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,nagy2015,tiny_instance.json,tiny_solution.json,small,0.23,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,oliveira2020,large_instance_4.json,large_solution_4.json,large,0.22707281820476055,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,,True
train,oliveira2020,tiny_instance.json,tiny_solution.json,small,3600.3802054468542,observed,current_rerun_20260831,900,runtime > 300s -> 900s,,True
train,ostrowski2012,large_instance_51.json,large_solution_51.json,large,195.68431826401502,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,,True
train,ostrowski2012,tiny_instance.json,tiny_solution.json,small,0.6831207359209657,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,,True
train,ozturk2020,large_instance_3.json,large_solution_3.json,large,3600.98,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,ozturk2020,tiny_instance.json,tiny_solution.json,small,0.51,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,pecin2017,large_instance_4.json,large_solution_4.json,large,3601.61,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,pecin2017,tiny_instance.json,tiny_solution.json,small,15.92,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,pedersen2024,large_instance_3.json,large_solution_3.json,large,1387.68,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,pedersen2024,tiny_instance.json,tiny_solution.json,small,0.17,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,pessoa2021,large_instance_5.json,large_solution_5.json,large,3600.65,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,pessoa2021,tiny_instance.json,tiny_solution.json,small,0.58,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,pettersson2020,large_instance_5.json,large_solution_5.json,large,139.47,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,,True
train,pettersson2020,tiny_instance.json,tiny_solution.json,small,0.13,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,pinnoi1997,large_instance_1.json,large_solution_1.json,large,0.48,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,pinnoi1997,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,rahimian2017,large_instance_5.json,large_solution_5.json,large,22.65,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,rahimian2017,tiny_instance.json,tiny_solution.json,small,0.13,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,rahmaniani2017,large_instance_2.json,large_solution_2.json,large,137.31863779388368,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,,True
train,rahmaniani2017,tiny_instance.json,tiny_solution.json,small,0.6742432024329901,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,,True
train,rahmaniani2020,large_instance_3.json,large_solution_3.json,large,327.03,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,rahmaniani2020,tiny_instance.json,tiny_solution.json,small,0.15,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,rahmaniani2022,large_instance_5.json,large_solution_5.json,large,225.45050676353276,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,,True
train,rahmaniani2022,tiny_instance.json,tiny_solution.json,small,87.18571518734097,observed,current_rerun_20260831,300,runtime <= 120s -> 300s,,True
train,reihaneh2019,large_instance_4.json,large_solution_4.json,large,3600.83,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,reihaneh2019,tiny_instance.json,tiny_solution.json,small,0.29,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,roberti2015,large_instance_4.json,large_solution_4.json,large,3600.27,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,roberti2015,tiny_instance.json,tiny_solution.json,small,0.4,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,roberti2018,large_instance_3.json,large_solution_3.json,large,3600.41,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,roberti2018,tiny_instance.json,tiny_solution.json,small,1.48,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,roberti2021,large_instance_5.json,large_solution_5.json,large,128.33,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,,True
train,roberti2021,tiny_instance.json,tiny_solution.json,small,0.38,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,ropke2009,large_instance_3.json,large_solution_3.json,large,3608.36,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,ropke2009,tiny_instance.json,tiny_solution.json,small,6.25,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,roshanaei2017,large_instance_2.json,large_solution_2.json,large,3608.76,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,roshanaei2017,tiny_instance.json,tiny_solution.json,small,0.66,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,rothenbacher2018,large_instance_5.json,large_solution_5.json,large,3626.55,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,rothenbacher2018,tiny_instance.json,tiny_solution.json,small,3.81,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,rothenbacher2019,large_instance_3.json,large_solution_3.json,large,1499.28,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,rothenbacher2019,tiny_instance.json,tiny_solution.json,small,2.73,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,ruiz2007,large_instance_4.json,large_solution_4.json,large,3600.55,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,ruiz2007,tiny_instance.json,tiny_solution.json,small,0.19,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,salemi2022,large_instance_5.json,large_solution_5.json,large,3615.15,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,salemi2022,tiny_instance.json,tiny_solution.json,small,6.24,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,samarghandi2017,large_instance_5.json,large_solution_5.json,large,3603.75,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,samarghandi2017,tiny_instance.json,tiny_solution.json,small,0.7,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,sansegundo2023,large_instance_1.json,large_solution_1.json,large,3602.95,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,sansegundo2023,tiny_instance.json,tiny_solution.json,small,23.91,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,savelsbergh1997,large_instance_4.json,large_solution_4.json,large,0.34,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,savelsbergh1997,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,segundo2019b,large_instance_4.json,large_solution_4.json,large,3616.78,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,segundo2019b,tiny_instance.json,tiny_solution.json,small,1.83,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,seker2021,large_instance_1.json,large_solution_1.json,large,84.04,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,,True
train,seker2021,tiny_instance.json,tiny_solution.json,small,0.13,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,song2021,large_instance_5.json,large_solution_5.json,large,16.75,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,song2021,tiny_instance.json,tiny_solution.json,small,2.34,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,spliet2015,large_instance_3.json,large_solution_3.json,large,3601.01,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,spliet2015,tiny_instance.json,tiny_solution.json,small,2.42,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,taninmis2022,large_instance_1.json,large_solution_1.json,large,2976.200261361897,observed,current_rerun_20260831,900,runtime > 300s -> 900s,,True
train,taninmis2022,tiny_instance.json,tiny_solution.json,small,35.45761927496642,observed,current_rerun_20260831,300,runtime <= 120s -> 300s,,True
train,tran2018,large_instance_4.json,large_solution_4.json,large,75.82,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,,True
train,tran2018,tiny_instance.json,tiny_solution.json,small,0.1,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,vidal2011,large_instance_2.json,large_solution_2.json,large,3601.31,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,vidal2011,tiny_instance.json,tiny_solution.json,small,2.78,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,walteros2020,large_instance_1.json,large_solution_1.json,large,37.58,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,,True
train,walteros2020,tiny_instance.json,tiny_solution.json,small,6.41,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,wang2019,large_instance_1.json,large_solution_1.json,large,3602.56,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,wang2019,tiny_instance.json,tiny_solution.json,small,0.28,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,wang2025,large_instance_3.json,large_solution_3.json,large,495.68,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,wang2025,tiny_instance.json,tiny_solution.json,small,0.46,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,wangy2020,large_instance_1.json,large_solution_1.json,large,100.99,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,,True
train,wangy2020,tiny_instance.json,tiny_solution.json,small,1.38,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,watermeyer2020,large_instance_5.json,large_solution_5.json,large,3604.59,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,watermeyer2020,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,watermeyer2022,large_instance_1.json,large_solution_1.json,large,140.0,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,,True
train,watermeyer2022,tiny_instance.json,tiny_solution.json,small,0.12,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,wei2020,large_instance_4.json,large_solution_4.json,large,3602.59,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,wei2020,tiny_instance.json,tiny_solution.json,small,0.5,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,wei2020b,large_instance_2.json,large_solution_2.json,large,12.53,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,,True
train,wei2020b,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,wu2022,large_instance_4.json,large_solution_4.json,large,141.7,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,,True
train,wu2022,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,wu2023,large_instance_5.json,large_solution_5.json,large,1651.7177609149367,observed,current_rerun_20260831,900,runtime > 300s -> 900s,,True
train,wu2023,tiny_instance.json,tiny_solution.json,small,3.891890574246645,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,,True
train,xie2019,large_instance_2.json,large_solution_2.json,large,135.65,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,,True
train,xie2019,tiny_instance.json,tiny_solution.json,small,2.15,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,xu2024,large_instance_1.json,large_solution_1.json,large,3600.7,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,xu2024,tiny_instance.json,tiny_solution.json,small,0.91,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,yang2013,large_instance_1.json,large_solution_1.json,large,3605.41,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,yang2013,tiny_instance.json,tiny_solution.json,small,0.88,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,zetina2019,large_instance_4.json,large_solution_4.json,large,3615.01,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,zetina2019,tiny_instance.json,tiny_solution.json,small,1.05,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
train,zhang2025,large_instance_4.json,large_solution_4.json,large,3605.76,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,,True
train,zhang2025,tiny_instance.json,tiny_solution.json,small,0.16,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,,True
