phase,case_id,instance,solution,scale,gurobi_runtime_seconds,gurobi_runtime_status,gurobi_runtime_source,time_limit_seconds,time_limit_rule,checker_accepted
train,gamache1999,tiny_instance.json,tiny_solution.json,small,23.69,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
train,garcia2011,tiny_instance.json,tiny_solution.json,small,4.21,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,gruson2021,tiny_instance.json,tiny_solution.json,small,13.8,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
train,gualandi2012,tiny_instance.json,tiny_solution.json,small,0.13,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,guo2021,tiny_instance.json,tiny_solution.json,small,0.65,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,guo2021,tiny_instance_2.json,tiny_solution_2.json,small,120.18470600619912,observed,historical_reference_regeneration_20260829,600,runtime <= 300s -> 600s,True
train,hadjar2006,tiny_instance.json,tiny_solution.json,small,0.41540332045406103,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
train,hassannayebi2016,tiny_instance.json,tiny_solution.json,small,0.56,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,hewitt2024,tiny_instance.json,tiny_solution.json,small,0.26,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,hoffman1993,tiny_instance.json,tiny_solution.json,small,0.08,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,hosseinian2020,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,huisman2005,tiny_instance.json,tiny_solution.json,small,47.12,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
train,huisman2005,tiny_instance_2.json,tiny_solution_2.json,small,101.76123650092632,observed,historical_reference_regeneration_20260829,300,runtime <= 120s -> 300s,True
train,juvin2023,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,kang2021,tiny_instance.json,tiny_solution.json,small,0.35,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,knueven2020,tiny_instance.json,tiny_solution.json,small,43.69,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
train,kobayashi2021,tiny_instance.json,tiny_solution.json,small,0.36,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,kobeaga2024,tiny_instance.json,tiny_solution.json,small,0.28,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,kowalczyk2018,tiny_instance.json,tiny_solution.json,small,7.08,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
train,kress2019,tiny_instance.json,tiny_solution.json,small,113.15415413305163,observed,current_rerun_20260831,300,runtime <= 120s -> 300s,True
train,kreter2018,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,lai2021,tiny_instance.json,tiny_solution.json,small,1.69,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,laporte2003,tiny_instance.json,tiny_solution.json,small,0.39,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,lee1996,tiny_instance.json,tiny_solution.json,small,0.35,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,legrain2024,tiny_instance.json,tiny_solution.json,small,0.17503456585109234,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
train,letelier2022,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,levin2017,tiny_instance.json,tiny_solution.json,small,0.25,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,li2020,tiny_instance.json,tiny_solution.json,small,0.51,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,liao2020,tiny_instance.json,tiny_solution.json,small,0.16487140953540802,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
train,luo2017,tiny_instance.json,tiny_solution.json,small,12.6,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
train,mansini2020,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,martin-iradi2024,tiny_instance.json,tiny_solution.json,small,0.09,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,mehrotra1996,tiny_instance.json,tiny_solution.json,small,0.1733037382364273,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
train,mingozzi1999,tiny_instance.json,tiny_solution.json,small,3.17,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,nagy2015,tiny_instance.json,tiny_solution.json,small,0.23,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,nagy2015,tiny_instance_2.json,tiny_solution_2.json,small,120.10086762346327,observed,historical_reference_regeneration_20260829,600,runtime <= 300s -> 600s,True
train,oliveira2020,tiny_instance.json,tiny_solution.json,small,3600.3802054468542,observed,current_rerun_20260831,900,runtime <= infs -> 900s,True
train,oliveira2020,tiny_instance_2.json,tiny_solution_2.json,small,3600.7416575262323,observed,current_rerun_20260831,900,runtime <= infs -> 900s,True
train,ostrowski2012,tiny_instance.json,tiny_solution.json,small,0.6831207359209657,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
train,ozturk2020,tiny_instance.json,tiny_solution.json,small,0.51,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,ozturk2020,tiny_instance_2.json,tiny_solution_2.json,small,120.10839886032045,observed,historical_reference_regeneration_20260829,600,runtime <= 300s -> 600s,True
train,pecin2017,tiny_instance.json,tiny_solution.json,small,15.92,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
train,pecin2017,tiny_instance_2.json,tiny_solution_2.json,small,120.29254020377994,observed,historical_reference_regeneration_20260829,600,runtime <= 300s -> 600s,True
train,pedersen2024,tiny_instance.json,tiny_solution.json,small,0.17,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,pessoa2021,tiny_instance.json,tiny_solution.json,small,0.58,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,pettersson2020,tiny_instance.json,tiny_solution.json,small,0.13,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,pinnoi1997,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,rahimian2017,tiny_instance.json,tiny_solution.json,small,0.13,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,rahmaniani2017,tiny_instance.json,tiny_solution.json,small,0.6742432024329901,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
train,rahmaniani2020,tiny_instance.json,tiny_solution.json,small,0.15,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,rahmaniani2022,tiny_instance.json,tiny_solution.json,small,87.18571518734097,observed,current_rerun_20260831,300,runtime <= 120s -> 300s,True
train,reihaneh2019,tiny_instance.json,tiny_solution.json,small,0.29,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,ribeiro1994,tiny_instance.json,tiny_solution.json,small,0.12,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,riley2025,tiny_instance.json,tiny_solution.json,small,0.617145529948175,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
train,roberti2015,tiny_instance.json,tiny_solution.json,small,0.4,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,roberti2018,tiny_instance.json,tiny_solution.json,small,1.48,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,roberti2021,tiny_instance.json,tiny_solution.json,small,0.38,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,ropke2009,tiny_instance.json,tiny_solution.json,small,6.25,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
train,ropke2009,tiny_instance_2.json,tiny_solution_2.json,small,122.28704409208149,observed,historical_reference_regeneration_20260829,600,runtime <= 300s -> 600s,True
train,roshanaei2017,tiny_instance.json,tiny_solution.json,small,0.66,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,rostami2021,tiny_instance.json,tiny_solution.json,small,0.18,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,rothenbacher2018,tiny_instance.json,tiny_solution.json,small,3.81,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,rothenbacher2018,tiny_instance_2.json,tiny_solution_2.json,small,120.38702654652297,observed,historical_reference_regeneration_20260829,600,runtime <= 300s -> 600s,True
train,rothenbacher2019,tiny_instance.json,tiny_solution.json,small,2.73,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,ruiz2007,tiny_instance.json,tiny_solution.json,small,0.19,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,ruiz2007,tiny_instance_2.json,tiny_solution_2.json,small,120.12923577986658,observed,historical_reference_regeneration_20260829,600,runtime <= 300s -> 600s,True
train,sadykov2013,tiny_instance.json,tiny_solution.json,small,5.04,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
train,salemi2022,tiny_instance.json,tiny_solution.json,small,6.24,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
train,samarghandi2017,tiny_instance.json,tiny_solution.json,small,0.7,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,sansegundo2016,tiny_instance.json,tiny_solution.json,small,0.84,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,sansegundo2023,tiny_instance.json,tiny_solution.json,small,23.91,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
train,savelsbergh1997,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,schwerdfeger2016,tiny_instance.json,tiny_solution.json,small,0.12,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,segundo2019b,tiny_instance.json,tiny_solution.json,small,1.83,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,seker2021,tiny_instance.json,tiny_solution.json,small,0.13,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,song2021,tiny_instance.json,tiny_solution.json,small,2.34,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,spliet2015,tiny_instance.json,tiny_solution.json,small,2.42,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,spliet2015,tiny_instance_2.json,tiny_solution_2.json,small,120.13279023393989,observed,historical_reference_regeneration_20260829,600,runtime <= 300s -> 600s,True
train,taninmis2022,tiny_instance.json,tiny_solution.json,small,35.45761927496642,observed,current_rerun_20260831,300,runtime <= 120s -> 300s,True
train,tran2018,tiny_instance.json,tiny_solution.json,small,0.1,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,vidal2011,tiny_instance.json,tiny_solution.json,small,2.78,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,vidal2011,tiny_instance_2.json,tiny_solution_2.json,small,120.13476129248738,observed,historical_reference_regeneration_20260829,600,runtime <= 300s -> 600s,True
train,walteros2020,tiny_instance.json,tiny_solution.json,small,6.41,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
train,wang2019,tiny_instance.json,tiny_solution.json,small,0.28,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,wang2025,tiny_instance.json,tiny_solution.json,small,0.46,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,wangy2020,tiny_instance.json,tiny_solution.json,small,1.38,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,watermeyer2020,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,watermeyer2022,tiny_instance.json,tiny_solution.json,small,0.12,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,watermeyer2023,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,wei2020,tiny_instance.json,tiny_solution.json,small,0.5,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,wei2020b,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,wu2018,tiny_instance.json,tiny_solution.json,small,0.19,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,wu2022,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,wu2023,tiny_instance.json,tiny_solution.json,small,3.891890574246645,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
train,xie2019,tiny_instance.json,tiny_solution.json,small,2.15,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,xu2024,tiny_instance.json,tiny_solution.json,small,0.91,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,yang2013,tiny_instance.json,tiny_solution.json,small,0.88,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,zetina2019,tiny_instance.json,tiny_solution.json,small,1.05,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,zetina2020,tiny_instance.json,tiny_solution.json,small,0.12,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,zhang2025,tiny_instance.json,tiny_solution.json,small,0.16,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
