case_id,instance,solution,scale,gurobi_runtime_seconds,gurobi_runtime_status,gurobi_runtime_source,time_limit_seconds,time_limit_rule,checker_accepted
chebil2019,large_instance_2.json,large_solution_2.json,large,17.56,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
chebil2019,large_instance_3.json,large_solution_3.json,large,179.24,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
chebil2019,large_instance_4.json,large_solution_4.json,large,3600.99,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
chebil2019,large_instance_5.json,large_solution_5.json,large,15.04,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
chebil2019,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
chen1999,large_instance_1.json,large_solution_1.json,large,3602.06,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
chen1999,large_instance_2.json,large_solution_2.json,large,3602.08,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
chen1999,large_instance_3.json,large_solution_3.json,large,3601.87,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
chen1999,large_instance_4.json,large_solution_4.json,large,67.95,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
chen1999,large_instance_5.json,large_solution_5.json,large,161.55,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
chen1999,tiny_instance.json,tiny_solution.json,small,16.46,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
cherkesly2015,large_instance_1.json,large_solution_1.json,large,176.33630600292236,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,True
cherkesly2015,large_instance_2.json,large_solution_2.json,large,396.7764288019389,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
cherkesly2015,large_instance_3.json,large_solution_3.json,large,221.68683263100684,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,True
cherkesly2015,large_instance_4.json,large_solution_4.json,large,259.20907141733915,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,True
cherkesly2015,large_instance_5.json,large_solution_5.json,large,306.7903892667964,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
cherkesly2015,tiny_instance.json,tiny_solution.json,small,11.843637948855758,observed,current_rerun_20260831,120,runtime <= 30s -> 120s,True
colombi2017,large_instance_1.json,large_solution_1.json,large,3600.3,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
colombi2017,large_instance_2.json,large_solution_2.json,large,3600.49,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
colombi2017,large_instance_3.json,large_solution_3.json,large,3600.27,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
colombi2017,large_instance_4.json,large_solution_4.json,large,3600.25,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
colombi2017,large_instance_5.json,large_solution_5.json,large,0.68,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
colombi2017,tiny_instance.json,tiny_solution.json,small,0.13,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
contreras2011,large_instance_1.json,large_solution_1.json,large,473.24,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
contreras2011,large_instance_2.json,large_solution_2.json,large,691.65,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
contreras2011,large_instance_3.json,large_solution_3.json,large,652.24,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
contreras2011,large_instance_4.json,large_solution_4.json,large,580.75,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
contreras2011,large_instance_5.json,large_solution_5.json,large,363.17,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
contreras2011,tiny_instance.json,tiny_solution.json,small,0.22,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
cordeau2006,large_instance_1.json,large_solution_1.json,large,3600.99,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cordeau2006,large_instance_2.json,large_solution_2.json,large,3600.74,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cordeau2006,large_instance_3.json,large_solution_3.json,large,2.5,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
cordeau2006,large_instance_4.json,large_solution_4.json,large,3600.93,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cordeau2006,large_instance_5.json,large_solution_5.json,large,2956.44,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cordeau2006,tiny_instance.json,tiny_solution.json,small,2.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
cordeau2014,large_instance_1.json,large_solution_1.json,large,3601.058548987843,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
cordeau2014,large_instance_2.json,large_solution_2.json,large,3601.495787275955,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
cordeau2014,large_instance_3.json,large_solution_3.json,large,3602.6305090747774,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
cordeau2014,large_instance_4.json,large_solution_4.json,large,3601.6832738369703,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
cordeau2014,large_instance_5.json,large_solution_5.json,large,3604.126194632612,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
cordeau2014,tiny_instance.json,tiny_solution.json,small,0.32340638525784016,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
cordeau2019,large_instance_1.json,large_solution_1.json,large,268.04,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
cordeau2019,large_instance_2.json,large_solution_2.json,large,228.46,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
cordeau2019,large_instance_3.json,large_solution_3.json,large,294.39,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
cordeau2019,large_instance_4.json,large_solution_4.json,large,309.7,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cordeau2019,large_instance_5.json,large_solution_5.json,large,193.28,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
cordeau2019,tiny_instance.json,tiny_solution.json,small,2.21,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
cote2018,large_instance_1.json,large_solution_1.json,large,1509.23,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cote2018,large_instance_2.json,large_solution_2.json,large,28.44,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
cote2018,large_instance_3.json,large_solution_3.json,large,1.74,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
cote2018,large_instance_4.json,large_solution_4.json,large,0.39,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
cote2018,large_instance_5.json,large_solution_5.json,large,24.68,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
cote2018,tiny_instance.json,tiny_solution.json,small,0.12,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
cote2019,large_instance_1.json,large_solution_1.json,large,596.57,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cote2019,large_instance_2.json,large_solution_2.json,large,60.72,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
cote2019,large_instance_3.json,large_solution_3.json,large,280.86,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
cote2019,large_instance_4.json,large_solution_4.json,large,60.61,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
cote2019,large_instance_5.json,large_solution_5.json,large,185.19,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
cote2019,tiny_instance.json,tiny_solution.json,small,91.82,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
cunha2021,large_instance_1.json,large_solution_1.json,large,3600.35,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cunha2021,large_instance_2.json,large_solution_2.json,large,3600.37,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cunha2021,large_instance_3.json,large_solution_3.json,large,3600.48,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cunha2021,large_instance_4.json,large_solution_4.json,large,3600.48,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cunha2021,large_instance_5.json,large_solution_5.json,large,3600.56,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
cunha2021,tiny_instance.json,tiny_solution.json,small,11.69,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
damcikurt2016,large_instance_1.json,large_solution_1.json,large,3637.3567039603367,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
damcikurt2016,large_instance_2.json,large_solution_2.json,large,755.4486540015787,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
damcikurt2016,large_instance_3.json,large_solution_3.json,large,581.9460930833593,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
damcikurt2016,large_instance_4.json,large_solution_4.json,large,3599.6789777847007,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
damcikurt2016,large_instance_5.json,large_solution_5.json,large,711.8520491523668,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
damcikurt2016,tiny_instance.json,tiny_solution.json,small,62.902939279563725,observed,current_rerun_20260831,300,runtime <= 120s -> 300s,True
dayarian2019,large_instance_1.json,large_solution_1.json,large,3600.8900385014713,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
dayarian2019,large_instance_2.json,large_solution_2.json,large,3600.793936959468,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
dayarian2019,large_instance_3.json,large_solution_3.json,large,3600.814612054266,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
dayarian2019,large_instance_4.json,large_solution_4.json,large,3600.7734170220792,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
dayarian2019,large_instance_5.json,large_solution_5.json,large,3600.7936767823994,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
dayarian2019,tiny_instance.json,tiny_solution.json,small,2.569692767225206,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
degraeve2007,large_instance_1.json,large_solution_1.json,large,3601.02,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
degraeve2007,large_instance_2.json,large_solution_2.json,large,5.36,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
degraeve2007,large_instance_3.json,large_solution_3.json,large,76.42,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
degraeve2007,large_instance_4.json,large_solution_4.json,large,3601.09,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
degraeve2007,large_instance_5.json,large_solution_5.json,large,6.39,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
degraeve2007,tiny_instance.json,tiny_solution.json,small,0.17,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
delage2022,large_instance_1.json,large_solution_1.json,large,3600.37,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
delage2022,large_instance_2.json,large_solution_2.json,large,3600.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
delage2022,large_instance_3.json,large_solution_3.json,large,3600.29,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
delage2022,large_instance_4.json,large_solution_4.json,large,3600.38,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
delage2022,large_instance_5.json,large_solution_5.json,large,3601.53,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
delage2022,tiny_instance.json,tiny_solution.json,small,22.77,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
delorme2020,large_instance_1.json,large_solution_1.json,large,860.22,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
delorme2020,large_instance_2.json,large_solution_2.json,large,102.43,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
delorme2020,large_instance_3.json,large_solution_3.json,large,304.73,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
delorme2020,large_instance_4.json,large_solution_4.json,large,1901.23,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
delorme2020,large_instance_5.json,large_solution_5.json,large,1076.48,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
delorme2020,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
desaulniers2010,large_instance_1.json,large_solution_1.json,large,3602.56,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2010,large_instance_2.json,large_solution_2.json,large,3608.49,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2010,large_instance_3.json,large_solution_3.json,large,3603.87,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2010,large_instance_4.json,large_solution_4.json,large,3628.21,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2010,large_instance_5.json,large_solution_5.json,large,3612.23,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2010,tiny_instance.json,tiny_solution.json,small,3.15,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
desaulniers2014,large_instance_1.json,large_solution_1.json,large,3600.28,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2014,large_instance_2.json,large_solution_2.json,large,3600.27,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2014,large_instance_3.json,large_solution_3.json,large,3600.31,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2014,large_instance_4.json,large_solution_4.json,large,3600.36,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2014,large_instance_5.json,large_solution_5.json,large,3600.3,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2014,tiny_instance.json,tiny_solution.json,small,0.29,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
desaulniers2016,large_instance_1.json,large_solution_1.json,large,3600.79,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2016,large_instance_2.json,large_solution_2.json,large,3600.81,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2016,large_instance_3.json,large_solution_3.json,large,3600.87,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2016,large_instance_4.json,large_solution_4.json,large,3601.31,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2016,large_instance_5.json,large_solution_5.json,large,3601.44,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
desaulniers2016,tiny_instance.json,tiny_solution.json,small,0.48,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
dienstknecht2024,large_instance_1.json,large_solution_1.json,large,6.13,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
dienstknecht2024,large_instance_2.json,large_solution_2.json,large,699.63,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
dienstknecht2024,large_instance_3.json,large_solution_3.json,large,2.53,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
dienstknecht2024,large_instance_4.json,large_solution_4.json,large,3.65,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
dienstknecht2024,large_instance_5.json,large_solution_5.json,large,0.7,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
dienstknecht2024,tiny_instance.json,tiny_solution.json,small,0.41,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
earl2005,large_instance_1.json,large_solution_1.json,large,176.5,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
earl2005,large_instance_2.json,large_solution_2.json,large,113.32,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
earl2005,large_instance_3.json,large_solution_3.json,large,151.6,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
earl2005,large_instance_4.json,large_solution_4.json,large,55.07,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
earl2005,large_instance_5.json,large_solution_5.json,large,166.57,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
earl2005,tiny_instance.json,tiny_solution.json,small,0.15,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
eiselt2009,large_instance_1.json,large_solution_1.json,large,3609.97,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
eiselt2009,large_instance_2.json,large_solution_2.json,large,3611.1,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
eiselt2009,large_instance_3.json,large_solution_3.json,large,3608.74,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
eiselt2009,large_instance_4.json,large_solution_4.json,large,3608.67,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
eiselt2009,large_instance_5.json,large_solution_5.json,large,3607.21,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
eiselt2009,tiny_instance.json,tiny_solution.json,small,14.89,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
elci2022,large_instance_1.json,large_solution_1.json,large,2848.13,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
elci2022,large_instance_2.json,large_solution_2.json,large,2000.18,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
elci2022,large_instance_3.json,large_solution_3.json,large,2583.38,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
elci2022,large_instance_4.json,large_solution_4.json,large,1875.65,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
elci2022,large_instance_5.json,large_solution_5.json,large,1186.85,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
elci2022,tiny_instance.json,tiny_solution.json,small,0.46,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
engineer2012,large_instance_1.json,large_solution_1.json,large,1632.81,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
engineer2012,large_instance_2.json,large_solution_2.json,large,3600.47,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
engineer2012,large_instance_3.json,large_solution_3.json,large,3600.42,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
engineer2012,large_instance_4.json,large_solution_4.json,large,319.62,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
engineer2012,large_instance_5.json,large_solution_5.json,large,357.55,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
engineer2012,tiny_instance.json,tiny_solution.json,small,12.41,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
engineer2012,tiny_instance_2.json,tiny_solution_2.json,small,120.18564329016954,observed,historical_reference_regeneration_20260829,600,runtime <= 300s -> 600s,True
fischetti1997,large_instance_1.json,large_solution_1.json,large,3602.97,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fischetti1997,large_instance_2.json,large_solution_2.json,large,3603.23,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fischetti1997,large_instance_3.json,large_solution_3.json,large,3602.41,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fischetti1997,large_instance_4.json,large_solution_4.json,large,3603.18,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fischetti1997,large_instance_5.json,large_solution_5.json,large,46.37,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
fischetti1997,tiny_instance.json,tiny_solution.json,small,0.26,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
fischetti1998,large_instance_1.json,large_solution_1.json,large,44.41,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
fischetti1998,large_instance_2.json,large_solution_2.json,large,125.23,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
fischetti1998,large_instance_3.json,large_solution_3.json,large,229.83,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
fischetti1998,large_instance_4.json,large_solution_4.json,large,27.78,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
fischetti1998,large_instance_5.json,large_solution_5.json,large,137.14,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
fischetti1998,tiny_instance.json,tiny_solution.json,small,0.21,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
fischetti2017,large_instance_1.json,large_solution_1.json,large,3613.41,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fischetti2017,large_instance_2.json,large_solution_2.json,large,3613.84,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fischetti2017,large_instance_3.json,large_solution_3.json,large,114.92,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
fischetti2017,large_instance_4.json,large_solution_4.json,large,2318.21,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fischetti2017,large_instance_5.json,large_solution_5.json,large,3600.78,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fischetti2017,tiny_instance.json,tiny_solution.json,small,0.41,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
fleszar2022b,large_instance_1.json,large_solution_1.json,large,3600.32,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fleszar2022b,large_instance_2.json,large_solution_2.json,large,3600.27,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fleszar2022b,large_instance_3.json,large_solution_3.json,large,3600.18,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fleszar2022b,large_instance_4.json,large_solution_4.json,large,3600.22,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fleszar2022b,large_instance_5.json,large_solution_5.json,large,3602.28,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fleszar2022b,tiny_instance.json,tiny_solution.json,small,0.22,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
forrest2006,large_instance_1.json,large_solution_1.json,large,106.88,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
forrest2006,large_instance_2.json,large_solution_2.json,large,383.62,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
forrest2006,large_instance_3.json,large_solution_3.json,large,366.22,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
forrest2006,large_instance_4.json,large_solution_4.json,large,257.64,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
forrest2006,large_instance_5.json,large_solution_5.json,large,274.55,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
forrest2006,tiny_instance.json,tiny_solution.json,small,0.17,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
fragkos2016,large_instance_1.json,large_solution_1.json,large,3600.39,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fragkos2016,large_instance_2.json,large_solution_2.json,large,3600.46,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fragkos2016,large_instance_3.json,large_solution_3.json,large,3600.4,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fragkos2016,large_instance_4.json,large_solution_4.json,large,3600.28,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fragkos2016,large_instance_5.json,large_solution_5.json,large,3600.51,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fragkos2016,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
fragkos2021,large_instance_1.json,large_solution_1.json,large,3600.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fragkos2021,large_instance_2.json,large_solution_2.json,large,3600.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fragkos2021,large_instance_3.json,large_solution_3.json,large,3600.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fragkos2021,large_instance_4.json,large_solution_4.json,large,3600.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fragkos2021,large_instance_5.json,large_solution_5.json,large,3600.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
fragkos2021,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
freeman2018,large_instance_1.json,large_solution_1.json,large,115.06,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
freeman2018,large_instance_2.json,large_solution_2.json,large,102.68,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
freeman2018,large_instance_3.json,large_solution_3.json,large,85.45,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
freeman2018,large_instance_4.json,large_solution_4.json,large,86.05,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
freeman2018,large_instance_5.json,large_solution_5.json,large,239.75,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
freeman2018,tiny_instance.json,tiny_solution.json,small,0.9,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
freling2003,large_instance_1.json,large_solution_1.json,large,117.59,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
freling2003,large_instance_2.json,large_solution_2.json,large,2.48,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
freling2003,large_instance_3.json,large_solution_3.json,large,716.28,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
freling2003,large_instance_4.json,large_solution_4.json,large,38.05,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
freling2003,large_instance_5.json,large_solution_5.json,large,121.2,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
freling2003,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
frey2017,large_instance_1.json,large_solution_1.json,large,286.75,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
frey2017,large_instance_2.json,large_solution_2.json,large,44.98,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
frey2017,large_instance_3.json,large_solution_3.json,large,34.84,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
frey2017,large_instance_4.json,large_solution_4.json,large,175.01,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
frey2017,large_instance_5.json,large_solution_5.json,large,294.29,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
frey2017,tiny_instance.json,tiny_solution.json,small,0.25,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
furini2016,large_instance_1.json,large_solution_1.json,large,3622.53,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2016,large_instance_2.json,large_solution_2.json,large,3625.87,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2016,large_instance_3.json,large_solution_3.json,large,3621.31,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2016,large_instance_4.json,large_solution_4.json,large,3623.41,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2016,large_instance_5.json,large_solution_5.json,large,3622.29,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2016,tiny_instance.json,tiny_solution.json,small,6.11,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
furini2017,large_instance_1.json,large_solution_1.json,large,1.12,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
furini2017,large_instance_2.json,large_solution_2.json,large,41.84,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
furini2017,large_instance_3.json,large_solution_3.json,large,73.66,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
furini2017,large_instance_4.json,large_solution_4.json,large,381.42,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2017,large_instance_5.json,large_solution_5.json,large,289.72,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
furini2017,tiny_instance.json,tiny_solution.json,small,1.46,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
furini2019,large_instance_1.json,large_solution_1.json,large,3602.65,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2019,large_instance_2.json,large_solution_2.json,large,3603.47,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2019,large_instance_3.json,large_solution_3.json,large,3605.95,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2019,large_instance_4.json,large_solution_4.json,large,19.99,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
furini2019,large_instance_5.json,large_solution_5.json,large,3605.88,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2019,tiny_instance.json,tiny_solution.json,small,0.12,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
